Time,CPU_Usage
2020-11-25 13:39:28,0.0027295582514028
2020-11-25 13:39:58,0.0034838073730196696
2020-11-25 13:40:28,0.004286021502877899
2020-11-25 13:40:58,0.005163466614076658
2020-11-25 13:41:28,0.006073454860874353
2020-11-25 13:41:58,0.007202906341170766
2020-11-25 13:42:28,0.008306693016358446
2020-11-25 13:42:58,0.009707922978067081
2020-11-25 13:43:28,0.010940487466684266
2020-11-25 13:43:58,0.01059879879999852
2020-11-25 13:44:28,0.010542614571553505
2020-11-25 13:44:58,0.010621725304155446
2020-11-25 13:45:28,0.011596407086732211
2020-11-25 13:45:58,0.012537184648345155
2020-11-25 13:46:28,0.013752361032215284
2020-11-25 13:46:58,0.01424957822428614
2020-11-25 13:47:28,0.014276364386343927
2020-11-25 13:47:58,0.014486833179875544
2020-11-25 13:48:28,0.014341852410041144
2020-11-25 13:48:58,0.014297842702581625
2020-11-25 13:49:28,0.01421220625248093
2020-11-25 13:49:58,0.017375381867538987
2020-11-25 13:50:28,0.02315124229194876
2020-11-25 13:50:58,0.03286835061431489
2020-11-25 13:51:28,0.04470355395736168
2020-11-25 13:51:58,0.053015993613474484
2020-11-25 13:52:28,0.0399201923928098
2020-11-25 13:52:58,0.04849220973380902
2020-11-25 13:53:28,0.048776763942361225
2020-11-25 13:53:58,0.0343287026225136
2020-11-25 13:54:28,0.03192878168448897
2020-11-25 13:54:58,0.029771266865799693
2020-11-25 13:55:28,0.02669799255385749
2020-11-25 13:55:58,0.022687432732385167
2020-11-25 13:56:28,0.020375980296457964
2020-11-25 13:56:58,0.014994536888486305
2020-11-25 13:57:28,0.020757977027768174
2020-11-25 13:57:58,0.030295705367638964
2020-11-25 13:58:28,0.03930101515325661
2020-11-25 13:58:58,0.05030941074521844
2020-11-25 13:59:28,0.05990623717627144
2020-11-25 13:59:58,0.07072111485132729
2020-11-25 14:00:28,0.07883100520855514
2020-11-25 14:00:58,0.0891448613692882
2020-11-25 14:01:28,0.09638508123949632
2020-11-25 14:01:58,0.09723571140130705
2020-11-25 14:02:28,0.09745810806530644
2020-11-25 14:02:58,0.09759226533018023
2020-11-25 14:03:28,0.09784499741430272
2020-11-25 14:03:58,0.09781891159579874
2020-11-25 14:04:28,0.0977932422943979
2020-11-25 14:04:58,0.09787069237746374
2020-11-25 14:05:28,0.09778794029077503
2020-11-25 14:05:58,0.09779601609890028
2020-11-25 14:06:28,0.09761510607590088
2020-11-25 14:06:58,0.09758269504552515
2020-11-25 14:07:28,0.09756002555092652
2020-11-25 14:07:58,0.09743970707658622
2020-11-25 14:08:28,0.09764870651223981
